"","also","can","even","get","know","new","one","people","subject","think","use","well","will","article","dont","good","just","now","time","writes"
"5952",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"5953",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"5954",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"5955",0,1,0,0,0,0,1,1,1,1,2,0,1,0,0,0,0,0,0,0
"5956",0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"5957",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5958",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5959",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5960",0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5961",0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5962",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5963",0,1,0,1,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0
"5964",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5965",1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
"5966",2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5967",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"5968",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5969",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5970",0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"5971",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"5972",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"5973",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"5974",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5975",0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"5976",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"5977",3,1,0,1,2,0,8,1,1,0,2,0,1,0,2,0,0,0,1,0
"5978",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"5979",0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5980",1,0,1,0,1,1,2,0,1,0,0,0,0,0,2,0,0,0,0,0
"5981",0,1,1,2,0,0,2,0,1,0,0,1,0,1,1,0,1,0,1,1
"5982",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"5983",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"5984",1,0,0,0,0,0,0,0,1,1,2,1,1,0,1,0,1,0,1,0
"5985",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5986",0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,3
"5987",0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
"5988",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"5989",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"5990",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5991",1,3,0,0,0,1,0,0,1,0,4,2,0,0,0,0,2,0,0,0
"5992",0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0
"5993",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"5994",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5995",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"5996",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"5997",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"5998",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
"5999",0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"6000",0,0,0,0,0,1,2,0,1,0,0,0,0,2,0,0,0,0,0,2
"6001",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"6002",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"6003",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"6004",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"6005",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
"6006",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"6007",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6008",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6009",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6010",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6011",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"6012",0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
"6013",0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0
"6014",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"6015",1,3,0,1,0,0,2,0,1,0,1,3,3,0,0,0,1,0,0,0
"6016",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6017",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6018",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"6019",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"6020",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6021",1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
"6022",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6023",1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
"6024",1,0,1,8,1,0,4,0,1,0,0,0,1,0,2,3,1,0,0,0
"6025",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"6026",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6027",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0
"6028",0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0
"6029",0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"6030",0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6031",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6032",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6033",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"6034",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6035",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6036",1,0,0,0,1,0,1,0,1,0,1,0,2,0,0,0,0,1,0,0
"6037",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6038",0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"6039",0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"6040",0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"6041",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6042",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6043",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6044",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"6045",0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"6046",0,0,0,0,0,1,0,1,1,0,0,1,2,0,3,0,0,0,0,0
"6047",0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0
"6048",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6049",0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
"6050",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6051",3,2,0,4,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"6052",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"6053",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"6054",0,0,0,1,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0
"6055",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6056",0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"6057",1,0,0,0,1,0,1,0,1,0,2,0,0,2,0,0,0,0,0,2
"6058",2,0,0,2,2,3,3,0,1,1,0,1,1,0,1,0,0,1,0,0
"6059",1,0,0,0,1,0,1,0,1,0,3,0,0,2,0,0,0,0,0,3
"6060",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"6061",0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
"6062",1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0
"6063",0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"6064",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"6065",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"6066",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"6067",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6068",0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"6069",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"6070",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6071",0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,0
"6072",2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6073",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6074",1,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6075",0,0,0,0,1,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"6076",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6077",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"6078",0,0,0,0,1,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"6079",2,1,0,0,1,0,1,2,1,0,0,1,0,0,0,1,1,0,0,0
"6080",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6081",0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,3,3,0,0,1
"6082",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,0,0,0
"6083",0,1,0,0,0,0,0,0,1,0,2,2,0,2,0,1,2,0,1,1
"6084",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6085",0,1,0,0,0,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"6086",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6087",0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6088",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
"6089",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"6090",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"6091",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6092",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6093",1,0,0,0,0,2,3,0,1,0,1,1,1,0,1,0,0,0,0,0
"6094",0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"6095",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"6096",0,1,1,2,0,1,3,0,1,1,0,2,2,0,0,1,0,0,1,0
"6097",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6098",1,1,0,2,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"6099",0,1,0,0,1,7,2,0,1,0,0,0,1,0,1,0,0,0,0,0
"6100",0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6101",0,0,1,1,1,0,3,1,1,1,0,0,0,0,0,4,2,1,0,0
"6102",0,1,1,0,1,0,0,2,1,0,1,0,1,1,1,0,1,0,0,1
"6103",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"6104",1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"6105",0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
"6106",0,0,0,1,1,2,0,1,1,0,2,0,1,0,0,1,1,0,0,0
"6107",0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"6108",0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0
"6109",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"6110",0,1,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0
"6111",0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,1,0,0,2,0
"6112",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6113",0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"6114",0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1
"6115",0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,2,0,0,0
"6116",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0
"6117",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6118",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6119",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
"6120",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"6121",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6122",1,0,0,2,0,1,3,0,1,0,0,2,3,0,0,1,0,2,0,0
"6123",1,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,1,0,0,0
"6124",0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0
"6125",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6126",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6127",0,1,0,1,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0
"6128",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
"6129",0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
"6130",0,1,0,0,1,8,2,0,1,0,0,0,0,0,1,0,0,0,0,0
"6131",0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"6132",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"6133",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6134",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6135",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6136",0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"6137",0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,2,0,0,0,0
"6138",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"6139",0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"6140",0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
"6141",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6142",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6143",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6144",0,2,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6145",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6146",0,1,0,1,1,0,0,0,1,0,2,0,0,0,1,1,0,1,1,0
"6147",0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,2,1,0,1,1
"6148",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6149",0,2,0,0,0,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"6150",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6151",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6152",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"6153",1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"6154",0,0,0,1,0,0,4,1,1,0,0,0,0,1,1,0,0,1,0,3
"6155",0,1,0,0,2,0,0,2,1,0,2,1,0,1,1,0,1,0,0,1
"6156",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6157",0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"6158",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"6159",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"6160",0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"6161",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"6162",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"6163",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"6164",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
"6165",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"6166",0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"6167",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6168",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6169",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6170",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"6171",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
"6172",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6173",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6174",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6175",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6176",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0
"6177",0,0,0,1,0,0,0,0,1,0,0,0,2,1,1,0,1,0,1,1
"6178",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6179",0,8,1,0,0,0,1,0,1,0,2,1,1,0,1,1,1,0,1,0
"6180",0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"6181",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"6182",0,0,3,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"6183",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6184",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6185",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6186",0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,1,0,0,0,0
"6187",0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"6188",0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
"6189",0,0,0,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"6190",1,0,1,7,0,0,4,0,1,0,0,0,1,0,2,3,1,0,0,0
"6191",0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1
"6192",0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6193",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6194",0,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0
"6195",0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"6196",0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"6197",0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"6198",2,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0
"6199",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6200",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6201",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
"6202",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6203",0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
"6204",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6205",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6206",0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,0,0
"6207",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6208",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6209",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6210",0,0,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0
"6211",0,0,0,0,1,1,2,0,1,0,1,0,2,0,3,2,1,2,1,0
"6212",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6213",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6214",0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0
"6215",0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0
"6216",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"6217",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6218",0,1,0,0,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"6219",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6220",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"6221",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"6222",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6223",1,1,3,1,0,0,2,0,1,0,2,0,0,0,1,1,1,1,0,0
"6224",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"6225",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"6226",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6227",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6228",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6229",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"6230",0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"6231",2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"6232",0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"6233",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6234",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6235",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"6236",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6237",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"6238",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6239",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"6240",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"6241",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6242",0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"6243",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"6244",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6245",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"6246",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"6247",2,0,0,1,0,1,2,0,1,0,1,1,0,0,0,0,1,0,0,0
"6248",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6249",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6250",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6251",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"6252",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"6253",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6254",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6255",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"6256",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"6257",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"6258",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6259",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6260",0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"6261",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6262",0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,1,0,0,0,0
"6263",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"6264",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6265",0,3,0,0,0,1,1,0,1,0,1,1,0,0,0,5,0,0,1,1
"6266",1,5,1,1,1,2,0,0,1,0,3,0,0,0,1,0,0,0,1,0
"6267",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6268",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
